[Header]
[Footer]
[Header]
2018-08-16 13:57:09,269 | 7924 | INFO  | BenQGuru.eMES.Common.Log | {@}	****** Open Connection
2018-08-16 13:57:09,296 | 7924 | INFO  | BenQGuru.eMES.Common.Log | {@}	****** Start: 2018/08/16 13:57:08.103, End: 2018/08/16 13:57:09.214, Cost: 1111.000
2018-08-16 13:57:09,296 | 7924 | INFO  | BenQGuru.eMES.Common.Log | {@}	
2018-08-16 13:57:09,310 | 7924 | INFO  | BenQGuru.eMES.Common.Log | {@}	****** Execute SQL
2018-08-16 13:57:09,310 | 7924 | INFO  | BenQGuru.eMES.Common.Log | {@}	****** Text : SELECT mdate,segcode,shifttypecode,reworkroutecode,computerip,muser,dctcode,computermac,computername,crewcode,orgid,mtime,eattribute1,reworkcode,rescode,resdesc,resgroup,restype,jigcontrol,sscode FROM TBLRES WHERE rescode='BZ02-N'
2018-08-16 13:57:09,310 | 7924 | INFO  | BenQGuru.eMES.Common.Log | {@}	****** Start: 2018/08/16 13:57:09.297, End: 2018/08/16 13:57:09.310, Cost: 13.000
2018-08-16 13:57:09,310 | 7924 | INFO  | BenQGuru.eMES.Common.Log | {@}	
2018-08-16 13:57:09,335 | 7924 | INFO  | BenQGuru.eMES.Common.Log | {@}	****** Execute SQL
2018-08-16 13:57:09,335 | 7924 | INFO  | BenQGuru.eMES.Common.Log | {@}	****** Text : SELECT orgid,orgdesc,mdate,mtime,muser FROM TBLORG WHERE orgid='1'
2018-08-16 13:57:09,335 | 7924 | INFO  | BenQGuru.eMES.Common.Log | {@}	****** Start: 2018/08/16 13:57:09.314, End: 2018/08/16 13:57:09.335, Cost: 21.000
2018-08-16 13:57:09,336 | 7924 | INFO  | BenQGuru.eMES.Common.Log | {@}	
2018-08-16 13:57:09,461 | 7924 | INFO  | BenQGuru.eMES.Common.Log | {@}	****** Execute SQL
2018-08-16 13:57:09,461 | 7924 | INFO  | BenQGuru.eMES.Common.Log | {@}	****** Text : select opcode, mdate, mtime, resseq, eattribute1, muser, rescode from TBLop2RES where RESCODE ='BZ02-N'
2018-08-16 13:57:09,461 | 7924 | INFO  | BenQGuru.eMES.Common.Log | {@}	****** Start: 2018/08/16 13:57:09.417, End: 2018/08/16 13:57:09.461, Cost: 44.000
2018-08-16 13:57:09,461 | 7924 | INFO  | BenQGuru.eMES.Common.Log | {@}	
2018-08-16 13:57:09,490 | 7924 | INFO  | BenQGuru.eMES.Common.Log | {@}	****** Execute SQL
2018-08-16 13:57:09,490 | 7924 | INFO  | BenQGuru.eMES.Common.Log | {@}	****** Text : SELECT * FROM tblSimulationReport WHERE RCard='32444444444' ORDER BY MDate DESC,MTime DESC 
2018-08-16 13:57:09,490 | 7924 | INFO  | BenQGuru.eMES.Common.Log | {@}	****** Start: 2018/08/16 13:57:09.469, End: 2018/08/16 13:57:09.490, Cost: 21.000
2018-08-16 13:57:09,490 | 7924 | INFO  | BenQGuru.eMES.Common.Log | {@}	
2018-08-16 13:57:09,637 | 7924 | INFO  | BenQGuru.eMES.Common.Log | {@}	****** Execute SQL
2018-08-16 13:57:09,637 | 7924 | INFO  | BenQGuru.eMES.Common.Log | {@}	****** Text :  select  distinct GetTSN('32444444444','') scard from dual 
2018-08-16 13:57:09,637 | 7924 | INFO  | BenQGuru.eMES.Common.Log | {@}	****** Start: 2018/08/16 13:57:09.493, End: 2018/08/16 13:57:09.637, Cost: 144.000
2018-08-16 13:57:09,637 | 7924 | INFO  | BenQGuru.eMES.Common.Log | {@}	
2018-08-16 13:57:09,649 | 7924 | INFO  | BenQGuru.eMES.Common.Log | {@}	****** Execute SQL
2018-08-16 13:57:09,649 | 7924 | INFO  | BenQGuru.eMES.Common.Log | {@}	****** Text : SELECT * FROM tblSimulationReport WHERE RCard='32444444444' ORDER BY MDate DESC,MTime DESC 
2018-08-16 13:57:09,649 | 7924 | INFO  | BenQGuru.eMES.Common.Log | {@}	****** Start: 2018/08/16 13:57:09.640, End: 2018/08/16 13:57:09.649, Cost: 9.000
2018-08-16 13:57:09,649 | 7924 | INFO  | BenQGuru.eMES.Common.Log | {@}	
2018-08-16 13:57:09,665 | 7924 | INFO  | BenQGuru.eMES.Common.Log | {@}	****** Execute SQL
2018-08-16 13:57:09,665 | 7924 | INFO  | BenQGuru.eMES.Common.Log | {@}	****** Text :  SELECT   imei1, mdate, sn, imei2, cdate, id2, id5, muser, netcode, meid, id3, mtime, ctime, cuser, mocode, psn, eattribute1, tsn, id4, status, id1, serial  FROM  Tblmo2imei  WHERE  1=1   AND   Tsn='32444444444'   ORDER  BY  MDATE DESC,MTIME DESC 
2018-08-16 13:57:09,665 | 7924 | INFO  | BenQGuru.eMES.Common.Log | {@}	****** Start: 2018/08/16 13:57:09.654, End: 2018/08/16 13:57:09.665, Cost: 11.000
2018-08-16 13:57:09,665 | 7924 | INFO  | BenQGuru.eMES.Common.Log | {@}	
2018-08-16 13:57:09,689 | 7924 | INFO  | BenQGuru.eMES.Common.Log | {@}	****** Execute SQL
